college_code	course_college_code	course_dept	course_no	course_title	credit_hours	description	source_course_key	source_files
COAS	COAS	PHYS	201	Basic Electronics and Circuit Theory (with Lab)	4	This course introduces students to basic electronics and circuit theory principles. Courses taught are direct current (D.C) circuit, sources of electromotive force (e.m.f). Resistor combinations. Kirchoff's laws. Network analysis and circuit theorems. Mesh current methods, Node-voltage , Thevein and Norton theorem, superposition principle. Alternating Current (A.C), sinusoidal waveforms. Root-mean-square (RMS) and peak values. Power, Resistance, Inductance, and Capacitance in a.c circuit. Impedance and admittance. Series and parallel RLC circuits. Q- Factor, Resonace, and the transformer. Electronic, Filters, amplifiers and transistors. Bipolar junction and Field Effect Transistor (F.E.T). Equivalent circuits. Feedback, Oscillators, Signal generators. Semiconductors (devices and characteristics). The p-n junction, simple diodes, photodiodes and Light Emitting Diodes (LEDs). Lab: A second course sequence that is designed to prepare students effectively to conceptual and practice, the understanding of scientific phenomena in proving theories and principles are paramount. The students will be trained to work independently on real-world problem based on fundamental principles of physics; being able to solve realistic problems using scientific theories and laws and learning to communicate technical information effectively. To achieve these goals, this course requires an in-depth understanding of the concept of Heat and Electricity. Physics 211L will emphasize the theoretical and experimental approach to physics, emphasizing the cares to be considered; kinds of errors, error analysis, and laboratory report writing. Most of the experiment will include Bimetallic strip for thermal expansion, Heat Capacity of Water, Boiling and Cooling rate of water, Simple Electric Circuit connection, Resistors in Series and Parallel connections in an electric circuit, Soldering electric or electronics elements in a panel, and Solenoid.	PHYS201	cas_curriculum_2025.org
COAS	COAS	PHYS	202	Electricity and Magnetism (with Lab)	4	Previously General Physics II, this course highlights the core areas of electricity and magnetism. Specific contents include electric field and forces, electric potential, calculating electric potential, current and resistance, electric circuit, and Ohm's law, Resistance combinations. Conductors and insulators. DC circuits (current, voltage and resistance). Analysis of DC circuits. AC circuits (voltages and currents applied to capacitors, inductors, and resistors. Step-Up and Step-Down transformers. Also include Magnets and Magnetism (ferromagnetism, paramagnetism, diamagnetism), magnetization and demagnetization. Magnetic field. Lorentz force, Biot-Savart's and Ampere's laws. Magnetic dipoles, dielectrics. Energy in magnetic field, electromotive force (emf), electromagetic induction. Self and mutual inductances. Lab: This Laboratory course is designed for physicists and engineers to have practical knowledge around optics and magnetism. The experiments will assist the students to interpret fundamental principles and laws in Physics under these concepts. The designed experiments are but not limited to demonstration of Laws of Reflection in Mirror and Lenses, Laws of Refraction in transparent Glass block and Lenses, and in Water, Magnification of images, demonstration of Snell's laws using triangular glass Prism, Diffraction of light waves, Dispersion of White Light using triangular glass Prism, demonstration of magnetic force and magnetic field using bar magnetic and iron fillings.	PHYS202	cas_curriculum_2025.org
COAS	COAS	PHYS	206	Physics of the Solid Earth	4	This course is designed as an elective course for students interested in the area of geophysics and explorations. The introductory courses taught include; the solar system, the Earth's history, the Earth's interior, Seismicity and Earthquake zones. The Earth's gravitational field and gravitational potential. Figure of the Earth, the Earth's magnetic field. Others are Rock magnetism, Polar Wandering, Continental drift, Plate Tectonics, Seafloor spreading, Volcanoes, Rock cycle, Glaciations, Groundwater, Heat flow, and other case studies.	PHYS206	cas_curriculum_2025.org
COED	COED	PHYS	301	Classical Physics I	3	The course is the first level of classical mechanics and begins with the key mathematical principles -- vector arithmetic and calculus. Key themes include Kinematics, Newtonian Mechanics, Dynamics of Particles, Oscillation, Theory of Relativity, Conservation of Energy, Conservation of linear and Angular Momentum, The dynamics of Rigid Bodies, Lagrange equation, Hamilton equation.	PHYS301	ced_curriculum_2025.org
COED	COED	PHYS	302	Classical Physics II	3	The course advances upon phys301 and discusses in-depth topics such as Dynamics of Systems of Particles, Motion of Rigid Bodies in Three Dimensions, Lagranian Mechanics and Dynamic of Oscillating System.	PHYS302	ced_curriculum_2025.org
COAS	COAS	PHYS	303	Modern Physics	4	The course teaches concepts of modern Physics such as special relativity, relativistic momentum, mass and energy, theory of relativity, wave-particle duality and measurement of reality, atomic structure and statistical view. Students will be required to study in-depth the principle of Lorentz, Eistein, Bohr, and Zeeman to modern Physics.	PHYS303	cas_curriculum_2025.org
COED	COED	PHYS	304	Thermodynamics and Statistical Physics	3	The course analyses the statistical principles of thermodynamics beginning with temperature with focus on work, heat, ideal gases, reversibility and irreversibility. The first, second and third laws of thermodynamics will be fully studied. Concurrently, the course will bring to bed the practical applications of the principles of statistical mechanics, thermal properties of solid and chemical equilibrium.	PHYS304	ced_curriculum_2025.org
COED	COED	PHYS	305	Mathematical Method in the Physical Sciences	3	The course is purely mathematical in design, reflecting infinite series, complex number, linear algebra, multiple integrals, vector analysis, Fourier analysis and transforms, differential equations, integral transforms and coordinate transformation as well as special functions.	PHYS305	ced_curriculum_2025.org
COED	COED	PHYS	306	Electromagnetism II	3	The course advances upon phys411 and studies in-depth magnetic forces and fields. Core areas of concentration include, among others, displacement of current, electromagnetic waves, momentum and radiation pressure, electric dipole radiation, sinusoidal electromagnetic waves and electromagnetic spectrum. The course advances upon Gauss' Law of Magnetism with a focus on Ampere Law and Maxwell Equations and Electromagnetic waves.	PHYS306	ced_curriculum_2025.org
COED	COED	PHYS	307	Electromagnetism 1	3	Beginning with a review of mathematical analysis of vector, the course explores discussions on electric charge and field, electric potential and electric current. Coulomb's and Gauss's laws of electromagnetism are emphasized.	PHYS307	ced_curriculum_2025.org
COED	COED	PHYS	309	Physical and Geometric Optics	3	The course uses physical applications and geometry to study not only geometric and physical optics but also the Fourier optics, atmosphere optics and modern optics.	PHYS309	ced_curriculum_2025.org
COAS	COAS	PHYS	311	Classical Physics I	4	The course is the first level of classical mechanics and begins with the key mathematical principles -- vector arithmetic and calculus. Key themes include Kinematics, Newtonian Mechanics, Defects in Newtonian Mechanics, Dynamics of Particles, Oscillation, Theory of Relativity, Galilean relativity. The speed of light, inertia frames and the concept of an observer. The principle of Eistein's special theory of relativity. Lorentz transformation, Time-dilation, and length contraction. Transformation of velocities. Doppler's Effect. Relativistic of energy and momentum. Conservation of Energy, Conservation of linear and Angular Momentum, The dynamics of Rigid Bodies, Lagrange equation, Hamilton equation.	PHYS311	cas_curriculum_2025.org
COAS	COAS	PHYS	312	Classical Physics II	4	The course advances upon phys311 and discusses in-depth topics such as Dynamics of Systems of Particles, motion of Rigid Bodies in Three Dimensions, Lagranian Mechanics and Dynamic of Oscillating System.	PHYS312	cas_curriculum_2025.org
COAS	COAS	PHYS	314	Physical and Geometric Optics	4	The course uses physical applications and geometry to study not only geometric and physical optics but also the Fourier optics, atmosphere optics and modern optics.	PHYS314	cas_curriculum_2025.org
COAS	COAS	PHYS	315	Mathematical Method in the Physical Sciences	4	The course is purely mathematical in design reflecting infinite series, complex number, linear algebra, multiple integrals, vector and scalar field analysis. Vector operators; divergence, gradient, and curl. Divergence theorem, Stoke's theorem. Linear algebra and functional analysis, Fourier analysis. Transformations in linear vector spaces and matrix theory. Differential equations, integral transforms and coordinate transformation as well as special functions (Dirac-Delta functions). Fourier series and Fourier transform are taught. Applications of Laplace transform, Poisson theorem, Green theorem, and Schrödinger Equations in solving electromagnetic field problems are taught.	PHYS315	cas_curriculum_2025.org
COAS	COAS	PHYS	316	Thermodynamics and Statistical Physics	4	The course analyses the statistical principles of thermodynamics beginning with temperature with focus on work, heat, ideal gases, reversibility and irreversibility. The first, second and third laws of thermodynamics will be fully studied. Concurrently, the course will bring to bear the practical application of the statistical mechanics, thermal properties of solid and chemical equilibrium. Entropy.	PHYS316	cas_curriculum_2025.org
COAS	COAS	PHYS	317	Waves I	4	The course focuses on general principles of optics such as image formation by mirrors (plane and curved), lenses, and optical instruments. General characteristics of waves to include displacement, amplitude, wavelength, period and frequency are emphasized. Other features of wave are reflection, total internal reflection, mirage formation, refraction, deviation, interference, superposition of waves are taught. The course also includes sound waves and its associated characteristics such as standing waves, travelling waves, longitudinal and transverse waves which are taught in-depth. Musical sound; sources, intensity and sound levels with special mention of tuning fork, resonance, Doppler Effect, and speed of sound in different media (solid, liquid and gases) and their properties. The wave equations (2-D and 3-D equations),Wave energy and power, Phase and group velocities, Echo and Beats are taught. Nature and propagation of light. Reflection and refraction at plane and spherical surfaces, and internal reflection. Scattering of light. Dispersion, Huygen's principle (interference and diffraction) are all emphasized.	PHYS317	cas_curriculum_2025.org
COAS	COAS	PHYS	318	Waves II	4	The course advances in phys317 with more emphasis on light waves by using physical applications and geometry to study concepts such as of Prism, angle of Deviation, Spherical refracting surface, Snell's Law, refractive index, light polarization. Diffraction, Young's slits Experiment: Coherence and Non-coherence, Double --slit Interference, Multiple-Slit Interference, Michelson's Interferometer, Doppler's Effect for light, Speed of light, Fourier transform spectroscopy, Lloyd's mirror Fraunhofer diffraction. The diffracting grating and spectrometer. Thgin films, Diffraction and Scattering. Polarization and polarization states. Unpolirized and partially polarized light. Brewster's angle. Polarizing beam splitters. Photometry and light spectrum analysis. Resolution of optical instruments. Transmission lines, Wave guides and optical cavities. Lasers (rate equation, steady state operation, threshold and efficiency are also taught to enable the student advance in communication fields.	PHYS318	cas_curriculum_2025.org
COAS	COAS	PHYS	322	Gravity and Magnetic Prospecting Methods	4	Gravitational force, gravitational potential, gravity field of the Earth, figure of the Earth, reference Ellipsoid, equivalent surface layer, global gravity anomalies, gravity measurement and reduction; isostacy, isostatic models and corrections; anomaly separation and enhancement, interpretation of gravity anomalies; depth and total mass estimates; applications of gravity method in mineral exploration, groundwater and geologic mapping. Basic concepts of magnetism, geomagnetic field and magnetic anomalies, magnetic survey, and instruments, magnetic data acquisition and reduction, interpretations and applications of magnetic data.	PHYS322	cas_curriculum_2025.org
COAS	COAS	PHYS	323	Electrical and Electromagnetic Methods of Geophysics	4	Rock electrical Resistivity and Conductivity, the vertical Electrical Sounding, Limitation of Resistivity method. Iso-apparent resistivity maps, Resistivity surveying, electrode arrays, Electrical resistivity Tomography, Electrical Self Potential (SP) survey, Induced Polarization (IP). Fundamentals of electromagnetism, Depth of penetration of electromagnetic fields, subsurface conductivity and electromagnetic responses are emphasized. Principles of electromagnetic surveys, Types of electromagnetic surveys, Ground Electromagnetic survey, Airborne electromagnetic survey, and Downhole electromagnetic surveying.	PHYS323	cas_curriculum_2025.org
COAS	COAS	PHYS	331	Introduction to Space Physics	3	History of solar observations alongside solar activity and its effects are introduced. Magnetic fields of the Earth and other planets. Earth's magnetosphere, inter-planetary medium. Observing the magnetosphere and interplanetary medium. Space weather, Aurora. Solar and magnetic storm. Introduction to astronomy, structure and evolution of the universe, galaxies, stars, and sun. Evidence of the Big Bang theory, the solar system, gravitation and the planets. Astronomical observations at all wavelengths. Cosmic rays, basic cosmology. Hydrogen spectral lines and Doppler's effect. Structure and formation of the Earth's ionosphere, ionospheric observation techniques (space and ground techniques). Ionosphere as medium of communication, its layers and variability, latitudinal stratification and seasonal differences ionospheric dynamics (at low, equatorial, medium, and high latitude). Factors that affect the ionosphere. Ionospheric models.	PHYS331	cas_curriculum_2025.org
COAS	COAS	PHYS	332	Placeholder Entry for PHYS 332	0	Placeholder support entry for a referenced course code that currently has no course-description definition in the six college curriculum files. Fill with the canonical definition.	PHYS332	cas_curriculum_2025.org
COED	COED	PHYS	401	Methods of Teaching Physics in Secondary Schools	3	This course explores a variety of instructional strategies and methods for effectively teaching physics in secondary school settings. Students will learn how to engage, convey complex concepts, and foster a deep understanding of physics principles. The course covers traditional and modern teaching methods, including lectures, demonstrations, laboratory work, inquiry-based learning, problem-solving, the use of technology, flipped classrooms, cooperative learning, project-based learning, and differentiated instruction. Emphasis is placed on practical application, classroom management, and creating an inclusive learning environment that caters to diverse student needs. The course offers a review of Liberian viz-a-viz West African Senior Secondary Certificate Examination (WASSCE) physics curriculum. Performance or Project-based assessment and evaluation of learning is emphasized. *Field Experience Required:*	PHYS401	ced_curriculum_2025.org
COED	COED	PHYS	402	Seminar in Physics	1	This seminar course engages students in extensive discussions about the teaching methods and techniques in physics. Through research, presentations, and discussions, students will demonstrate and reflect on the practices of teaching physics in secondary schools. Emphasis is placed on critical thinking, problem-solving, and effective scientific communication among high school students and colleagues.	PHYS402	ced_curriculum_2025.org
COED	COED	PHYS	403	Nuclear and Particle Physics	3	The course focuses primarily on every aspect of Nuclear Physics, highlighting the concept of the nucleon and the properties of the nuclei, nuclear binding energy, radioactive decay, nuclear reaction, nuclear fusion fundamental forces, and quarks. Practical applications of Nuclear Physics such as number conservation and particle accelerators and detectors will be studied	PHYS403	ced_curriculum_2025.org
COED	COED	PHYS	404	Internship (Field Teaching) in Physics	6	This course offers students hands-on experiences of teaching physics contents in high school classrooms and labs. Through supervised internships, students will apply physics concepts in real-world settings, develop problem-solving skills, and explore career opportunities. The course includes mentor guidance, reflective discussions, and a final presentation or report on the internship experience.	PHYS404	ced_curriculum_2025.org
COAS	COAS	PHYS	411	Electromagnetism I	4	Beginning with a review of mathematical analysis of vector, the course explores discussions on electric charge and field, electric potential and electric current, Coulomb's law, Gauss's laws of electromagnetism, EM Induction Faraday's law, Lenz's law, Biot-Savart's law are emphasized. Electrostatic and Magnetostatics. Magnetization and magnetic susceptibility. Laplace's equation and boundary value problems. Multipole expansions. Electromagnetic waves in dielectric	PHYS411	cas_curriculum_2025.org
COAS	COAS	PHYS	412	Electromagnetism II	4	The course advances upon phys411 and studies in-depth magnetic forces and fields. Core areas of concentration include, among others, displacement of current, electromagnetic waves, momentum and radiation pressure, electric dipole radiation, sinusoidal electromagnetic waves and electromagnetic spectrum. The course advances upon Gauss' law of Magnetism with a focus on Ampere's Law, Maxwell Equations and electromagnetic waves. Polarization of EM waves, A.C circuits. Maxwell's equations. Lorentz covariance and special relativity. Gauss theorem in dielectrics. Poisson's equations. Uniqueness theorem, Solenoid, Motors, Dynamo, Generators, Poynting vectors are studied in-depth.	PHYS412	cas_curriculum_2025.org
COAS	COAS	PHYS	413	Quantum Mechanics I	4	Students must have offered phys318 and are expected to study in-depth about wave function in relation to Properties of atoms, time evolution of Schrodinger's equation and the hydrogen atom, the energies of the hydrogen atom states, orbital angular momentum and magnetism, spin angular momentum and magnetism. The hydrogen atom and wave functions, Stern-Gerlach experiment. Identical particles and Pauli exclusive principle. Multi-electrons atoms, Spectroscopy, and the periodic table, characteristics of x-ray spectrum, x-ray and numbering of the elements. Approximation method , Variational methods and WKB approximation for band states and tunnelling. Time-independent perturbation theory. The fine structure of hydrogen, Creation and Annihilation operators. External fields, Zeeman and Stark Effects in hydrogen. Lasers and masers light.	PHYS413	cas_curriculum_2025.org
COAS	COAS	PHYS	414	Quantum Mechanics II	4	The course is a continuation of phys413 designed to enable the students advance in theoretical physics. The course contents include Time-independent and Time-dependent perturbation theory, scattering theory, elastic potential scattering. Green's function and Partial wave method, Symmetries in quantum mechanics, Rotations, space --time reflections and parity. Selection rules for atomic transitions. Emission and absorption of radiation, Selection rules for hydrogen. Other areas of emphasis include Description and interpretation of selected phenomena from each of atomic physics, molecular physics, solid-state physics, and nuclear physics using quantum mechanical models. Relativistic wave equation, The Klein- Gordon equation, The Dirac equation, Chirality, Lorentz invariance and non-relativistic limit are to be well taught.	PHYS414	cas_curriculum_2025.org
COAS	COAS	PHYS	416	Nuclear and Particle Physics	4	The course focuses primarily on every aspect of Nuclear Physics, highlighting the concept of the nucleon and the properties of the nuclei, nuclear binding energy, radioactive decay, nuclear reaction, nuclear fusion fundamental forces and quarks. Practical application of Nuclear Physics such as number conservation and particle accelerators and detectors will be studied.	PHYS416	cas_curriculum_2025.org
COAS	COAS	PHYS	421	Introduction to Atmospheric Physics	3	Physics of solar radiation and the Earth's atmosphere as it focuses on the interaction between the Sun's radiation, and the Earth's atmosphere. The course aims to understand the physical processes that govern the transport and scattering of solar radiation in the Earth's atmosphere. Essential of climate change and weather pattern as the behaviour of solar radiation in the atmosphere is a critical factor in determining the temperature and weather conditions on the Earth's surface. Concepts of the Sun, its composition, energy transfer, its interaction with the Earth's atmosphere are emphasized. The students would be exposed to the physics of the atmosphere, its structure and composition, and management of the Earth's resources. Spectrum of the solar radiation in order of increasing wavelength, temperature and pressure variation with altitude are taught.	PHYS421	cas_curriculum_2025.org
COAS	COAS	PHYS	424	Geophysical Data Analysis and Interpretations	3	Magnetic data: Qualitative and Quantitative analysis of magnetic data. Forward and Inverse modelling, interpretation pitfalls. Gravity data: Forward and Inverse modelling, interpretation pitfalls. Electromagnetic data: profile interpretation, gridding of electromagnetic data, pseudo-section interpretation; Depth and Skin depth estimations, interpretation pitfalls. Electrical Resistivity data: resistivity Depth Sounding, resistivity profiling and mapping, 2-D Tomography, interpretation pitfalls. Practical applications of some relevant software. Radiometric data: introduction to radiometric methods, Ratios of Radiometric data; Ternary Radiometric map; Radiogenic Heat Estimation, interpretation pitfalls. Seismic data: basic Earthquake, exploration data analysis and interpretation.	PHYS424	cas_curriculum_2025.org
COAS	COAS	PHYS	431	Satellite Communication	3	The course is designed for students majoring in Communication Physics and Space Physic, and advances of phys332. The outline includes; Introduction and brief history of satellite communications. Satellite orbits, satellite configurations, satellite launching and launching vehicles, space environment, satellite bus subsystem. Types of propagation and effects, impacts of propagation and effects on satellite communication links. Propagation path loss, propagation models. Sources of error in satellite communication. VSAT systems, LEO's and non-geostationary satellites. DBS, TV and radio, satellite navigation, Global Navigation Satellite System (GNSS), Global Positioning System (GPS), GLONASS, BEIDOU. Some regional satellite navigation systems.	PHYS431	cas_curriculum_2025.org
COAS	COAS	PSYC	101	Introduction to Psychology	3	This course aims at introducing students to the history, basic theories, and research methods in psychology. This course aims at ensuring that students will have basic knowledge of some psychological theories underlying behavior and also be able to apply what they have learnt to everyday life.	PSYC101	cas_curriculum_2025.org
COAS	COAS	PSYC	102	Placeholder Entry for PSYC 102	0	Placeholder support entry for a referenced course code that currently has no course-description definition in the six college curriculum files. Fill with the canonical definition.	PSYC102	cas_curriculum_2025.org
COHS	COHS	PSYC	201	Developmental Psychology	3	Placeholder support entry for a referenced course code that currently has no course-description definition in the six college curriculum files. Fill with the canonical definition.	PSYC201	chs_curriculum_2024.org
COHS	COHS	PUBH	201	Introduction to Public and Community (Theory and Practice)	4	Math 108 chsc201, chsc202 This introductory course introduces students to the various disciplines and professionals of the public health field. It introduces the profession of public health as a theoretical science and a practical science. It provides topics on the history of public health, core functions and tools of public health, and the legal and ethical basis of public health at the local, national, and global levels as applied in the policies and practice. Community health concepts and the determinants of health and diseases are also introduced. The concept of community entry and community engagement in community public health activities is covered and emphasized. The course includes fieldwork trips that will expose students to public health settings where they will work on projects and will complete in their daily functions as public health professionals. The basic theories and skills of personal and community health promotion within a public health context is explored, using a broad multi-disciplinary perspective. Selected health topics will be highlighted (including stress, nutrition, self-esteem, substance abuse, violence, and sexuality) with emphasis on individual and group behaviors, and the implications for personal and community health. The ethical and legal rights of all individuals, groups and communities as it relates to health and welfare be discussed.	PUBH201	chs_curriculum_2024.org
COHS	COHS	PUBH	202	Introduction to Biostatistics	3	Students are introduced to the concepts and methods of bio-statistical data analysis. Topics include descriptive statistics, probability, standard probability distributions, sampling distributions, point and confidence interval estimation, hypothesis testing, power and sample size estimation, one- and two-sample parametric and non-parametric methods for analyzing continuous or discrete data, and simple linear regression.	PUBH202	chs_curriculum_2024.org
COHS	COHS	PUBH	302	Data Collection, Analysis and Interpretation	3	The course introduces students to Liberia's health information system, here students collect, analyze, and interpret available data at the county level and learn how to put epidemiological health information into its proper context. Diseases that have high frequency and are severe and which are preventable or controllable are given priority.	PUBH302	chs_curriculum_2024.org
COHS	COHS	PUBH	303	Health Behavior and Risk Reduction	3	This course is designed to provide students with an overview of the contributions of the social and behavioral sciences to public health. Topics include the identification of major behavioral, psychosocial, and cultural factors that influence public health; a discussion of leading social and behavioral theories used to understand and modify these underlying factors, and the basic processes involved in planning, implementing, evaluating, and disseminating effective prevention programs. This course addresses behavioral change at the various stages, involvement with counseling, mediation, prayers, spirituality, and traditional practices.	PUBH303	chs_curriculum_2024.org
COHS	COHS	PUBH	304	Analytical Epidemiology (Study Designs)	3	This course is designed to cover the important concepts in epidemiology and their application in epidemiological research. The emphasis is on measures and quantitative techniques, proper interpretation, and explanation of quantitative measures and results. The course covers screening and diagnostic tests and epidemiologic study designs. In screening and diagnostic tests, the validity, sensitivity, specificity, and predictive values of screening tests are presented and under epidemiologic study designs observational cohorts' studies, cross-sectional studies, case-control studies, and clinical trials are discussed. Ethical issues related to epidemiological study designs are also included in the course. If surveys or other epidemiological studies are going on in the country, students will be encouraged to visit and or participate.	PUBH304	chs_curriculum_2024.org
COHS	COHS	PUBH	305	Public Health Program Planning	3	This course covers the life stage of community-based programs from inception, implementation, and sustainability. It applies theoretical concepts from the social and behavioral sciences, health education, and health communication to the planning, design, and evaluation of community-based interventions. Characteristics of theory-based interventions are discussed, critiqued, and assessed for relevance to the needs of the students who will have the opportunity to apply these ideas to their work.	PUBH305	chs_curriculum_2024.org
COHS	COHS	PUBH	306	Introduction to Environmental and Occupational Health	3	This course involves a survey of major topics of environmental health: sources, routes, media, and health outcomes associated with biological, chemical, and physical agents in the environment, effects of agents on disease, issues related to water quality, sanitary disposal of human excreta, proper siting of wells and latrines(i.e. is how far should a well be from a latrine, vice versa), students should be able to determine how much water in the well to determine how much chlorine to put in that well, air quality, food safety, and land resources. Current legal frameworks, policies, and practices associated with environmental health and intended to improve public health are discussed.	PUBH306	chs_curriculum_2024.org
COHS	COHS	PUBH	307	Monitoring and Evaluation of Public Health Programs	3	This course is designed to teach students the four stages of a monitoring and evaluation (MandE) system: planning, data collection, making data usable, and using data for decision-making to help organizations, including public health agencies, reflect on and strengthen their plans.	PUBH307	chs_curriculum_2024.org
COHS	COHS	PUBH	308	Foundation of Family, Maternal and Child Health	3	The course consists of maternal and reproductive health, child health, and family planning. It focuses on these three related areas. The health of the mother, including issues related to reproduction, and the health of the child including nutrition, nutrition and traditional malpractices, breastfeeding, hygiene, family planning, child spacing, and having children when parents are prepared to receive them are all covered. Students are required to visit antenatal, family plannings, and pediatric clinics to participate in growth monitoring activities.	PUBH308	chs_curriculum_2024.org
COHS	COHS	PUBH	309	Research Methodology	3	In this course, students are taught the basic concepts and principles, methods, and techniques of research that enable them to understand the research process. This puts them in a position where they would be ready to participate in research or carry out their research. As part of the course requirements, students, with the help of the course faculty select a research topic as a prerequisite to research proposal development in the first semester of the final year.	PUBH309	chs_curriculum_2024.org
COHS	COHS	PUBH	310	Introduction to Health Policy and Management	3	Placeholder support entry for a referenced course code that currently has no course-description definition in the six college curriculum files. Fill with the canonical definition.	PUBH310	chs_curriculum_2024.org
COHS	COHS	PUBH	312	Health Promotion Programs	3	This course covers the life stage of community-based programs from inception, implementation, and sustainability. The course applies theoretical concepts from the social and behavioral sciences, health education, and health communication to the planning and design of community-based interventions. Characteristics of theory-based interventions are discussed, critiqued, and assessed for relevance to the needs of the students who will have the opportunity to apply these ideas to their work.	PUBH312	chs_curriculum_2024.org
COHS	COHS	PUBH	314	Analysis of Environmental Data	3	This course considers the relationship between environmental factors and the occurrences of disease in human populations and provides an overview of the collection, monitoring, and interpretation of such environmental data.	PUBH314	chs_curriculum_2024.org
COHS	COHS	PUBH	316	Gender, Race, Ethnicity, and the Social Determinants of Health	3	This course examines gender, racial, and ethnic inequities in society. It also examines the factors contributing to said inequities, which are associated with demographic, scientific, clinical, economic, social, political, ethical, and legal issues.	PUBH316	chs_curriculum_2024.org
COHS	COHS	PUBH	318	Infectious Disease Epidemiology	3	The course helps students to understand epidemiological patterns, etiology, and risk factors of infectious diseases as they occur in populations, rather than in individual patients. Familiarity with epidemiological terminology and biostatistics is required.	PUBH318	chs_curriculum_2024.org
COHS	COHS	PUBH	320	Biostatistics II	3	This course covers simple and multiple linear regressions, ANOVA (Analysis of Variance), ANCOVA (Analysis of Covariance), model-building procedures, and diagnostics with applications in health research.	PUBH320	chs_curriculum_2024.org
COHS	COHS	PUBH	322	Emergency and Disaster Preparedness	3	This course provides an overview of preparedness strategies, emergency planning, and assessment of hazards and resources. Studies include in-depth planning and analytical framework, hazard/vulnerability analysis, and management.	PUBH322	chs_curriculum_2024.org
COHS	COHS	PUBH	324	National and Global Health	3	This course provides an overview of basic frameworks for understanding national and global health issues and the improvement of health at a population level. This includes cross-cutting issues underlying the strategies and organization for the delivery of health care and population health services regionally, nationally, and globally. Approaches to regional and global cooperation to address health issues that cross national borders and/or require consistent multinational approaches for successful identification, interventions, and confinement will be discussed. Health issues of national and international concerns such as viral hemorrhagic fevers, cholera, Guinea worm, Polo, Buruli ulcer, and other such diseases/ conditions will be explored.	PUBH324	chs_curriculum_2024.org
COHS	COHS	PUBH	325	Public Health Internship	3	430 This course comprises field work at approved Public Health establishment sites for at least a period of 8 weeks (320 hours). Focus on strengthening competence in public health skills through practical experiences. The concepts presented via coursework are integrated and assimilated through an internship, which provides an opportunity for each student to apply his or her knowledge in a practice setting. Internships are individually tailored to assure competence in general and to meet student goals and the needs of the agencies involved. The internship is done and completed from June to August at the end of the student's sixth semester . Each student is to be visited at least twice during the 8 weeks of field activities. The internship and the special project must be approved by the student's assigned faculty before registering. The students are to report to their supervisors weekly to assess progress on data collection, analysis, and interpretation.	PUBH325	chs_curriculum_2024.org
COHS	COHS	PUBH	330	Food Quality Control and Hygiene	3	Placeholder support entry for a referenced course code that currently has no course-description definition in the six college curriculum files. Fill with the canonical definition.	PUBH330	chs_curriculum_2024.org
COHS	COHS	PUBH	401	Special Topics in Public Health	3	This course looks at the integration of trending public health topics and issues. The topics discussed here are of national and international concerns; the list is dynamic and may vary from time to time. The list may include psychological behaviors, social issues, issues of defaulters in treatment courses, challenges of disease control in Liberia, issues of safe domestic water and good sanitation systems, rape, Ebola, and related issues	PUBH401	chs_curriculum_2024.org
COHS	COHS	PUBH	402	Health and Social Welfare Policy, and Management	3	The course focuses on ethical issues in health-care policy and management as well as the regulatory framework concerning social welfare policy and management in the country. Topics include patient informed consent, privacy, medical malpractice, resource allocation at the national, ministry, and county levels (equity), and control of health hazards. The course also examines the legal environment concerning the establishment and control over health-care facilities, licensure of health professionals, drug production, and administration.	PUBH402	chs_curriculum_2024.org
COHS	COHS	PUBH	403	Health Information Systems	3	The course introduces students to health information systems, their structure, components, and uses in decision-making, policy, and planning. It concentrates on health information systems and subsystems, data resources, and common problems related to health information systems. It explores information needs and the selection of proper indicators and ways to enhance their use in decision-making and planning. It examines routine and non-routine data collection methods and introduces the advantages of available software possibilities to support management activities.	PUBH403	chs_curriculum_2024.org
COHS	COHS	PUBH	404	Health Economics	3	This course covers microeconomic and macro analyses of the structure of healthcare and economic incentives facing healthcare providers, patients, and hospitals. Emphasis is placed upon efficiency goals of healthcare policy, and the use of economic analysis in the design of such policies. It is divided into modules for efficiency and effectiveness of materials and topics presentation: Module 1: The Foundation of Economics; Module 2: Introduction to Health Economics Module 3: Major Tasks of Economics and Health; Module 4: Health Economics in Liberia and Module 5: Application of health economics to access issues in Liberia.	PUBH404	chs_curriculum_2024.org
COHS	COHS	PUBH	405	Management of Healthcare Agencies	3	This course covers the management processes and roles of public health professionals; leadership structures, decision-making processes, and health service organizations; policy issues and resource utilization and control within public health agencies including county health teams (CHTs) and the Ministry of Health (MoH). It also addresses human resources management and public health trends.	PUBH405	chs_curriculum_2024.org
COHS	COHS	PUBH	406	Senior Seminar and Thesis/Project Presentation	3	Project reports are prepared and presented to the Public Health Faculty at a seminar. These reports are completed during the last four weeks of the semester.	PUBH406	chs_curriculum_2024.org
COHS	COHS	PUBH	408	Applied Epidemiology and Statistics	3	In this course, students learn how to use the computer to analyze epidemiological data. Commonly used software such as the District Health Information System (DHIS) statistical packages for social scientists (SPSS) and EPI INFO will be introduced.	PUBH408	chs_curriculum_2024.org
